Title,Price_pesos,Barangay,Municipality,Seller,Number_Bedrooms,Floor_sqm,Land_sqm,Latitude,Longitude
"FOR SALE: 3BR House in Ridgeview Estates Nuvali - Php15M, Canlubang, Calamba",15000000,Canlubang,Calamba,Rick Manzano,3,176,117,121.0533622,14.1857173
3 Bedroom Town house for sale Located at  Savana San Pablo.,2000000,Soledad,San Pablo,Roida Geroleo,3,48,48,121.3168597,14.0414842
Brutalist Modern Villa House inspired for Sale in Southern Plains Calamba Laguna,27000000,Canlubang,Calamba,Rainier Kristoffer Espiritu,4,350,230,121.0533622,14.1857173
Brutalist Modern Villa House inspired for Sale in Southern Plains Calamba Laguna,27000000,Canlubang,Calamba,Rainier Kristoffer Espiritu,4,350,230,121.0533622,14.1857173
Brutalist Modern Villa House Inspired for Sale in Southern Plains Calamba Laguna,27000000,Canlubang,Calamba,Rainier Kristoffer Espiritu,3,350,230,121.0533622,14.1857173
"Affordable Bongalow Single attach for Sale in Gulod, Cabuyao, Laguna",1605999,Gulod,Cabuyao,Edz ESGUERRA,1,26,60,121.1623549,14.2562824
"For Sale: Homey 4 Bedrooms Laguna Bel-Air 3, Santa Rosa | Php11.5M",11500000,Don Jose,Santa Rosa,Rick Manzano,4,150,168,121.0735873,14.2615584
"Laguna Bel-Air Santa Rosa Designer's Modern House near Paseo, Nuvali, Valenza",7500000,Don Jose,Santa Rosa,grace tg,3,107,107,121.0735873,14.2615584
Laguna Bel-Air Sta Rosa Pre-Loved Designer's Elegant House for SALE,5200000,Santo Domingo,Santa Rosa,grace tg,3,110,115,121.0661417,14.2444071
"For Sale Brand New 4 Bedrooms Townhouse Unit in Los Baños, Laguna",4800000,San Antonio,Los Baños,Raymond Aldabe Mamino,4,106,85,121.248446,14.17805
"Laguna Bel-Air New Modern Design House for Sale in Santa Rosa, Laguna",7500000,Don Jose,Santa Rosa,grace tg,3,107,107,121.0735873,14.2615584
"Ready for Occupancy Townhouse in San Pablo, Laguna",1900000,San Ignacio,San Pablo,Josephine Garcia,2,40,44,121.3477927,14.0568397
5 spacious bedrooms house for Sale Stonecrest Village San Pedro Laguna,37000000,Estrella,San Pedro,Rowena Paladin,5,400,505,121.0434637,14.3368386
Nuvali Laguna,10500000,Canlubang,Calamba,Rowena Paladin,5,170,117,121.0533622,14.1857173
"Mosaic Townhomes in Santa Monica, San Pablo City, Laguna",,Santa Monica,San Pablo,Charmin Dela Cruz,2,44,36,121.3011068,14.0551969
Along the hi way and super accessible townhouse in Sta Rosa Laguna near SLEX,3230000,Balibago,Santa Rosa,Anna Liza Rocco,2,50,58,121.10166,14.294425
MOSAIC TOWNHOMES 2-Bedroom(Provision) Bare type Unit in San Pablo City  Laguna,1022000,Santa Monica,San Pablo,Norman Tapar,2,44,36,121.35745,14.04425
"Bare type provision 2 bedroom in mosaic townhomes sta Monica, San Pablo, Laguna",1022000,Santa Monica,San Pablo,Paquito Daet Jr,2,44,36,121.3011068,14.0551969
Provision for 2 Bedrooms House and Lot in San Pablo Laguna (MOSAIC TOWNHOMES),1074000,Santa Monica,San Pablo,Broker Theresa Francia LPT,2,44,36,121.3011068,14.0551969
3 Bedrooms House and Lot for Sale with parking La Marea San Pedro Laguna,7000000,San Antonio,San Pedro,Rowena Paladin,3,,135,121.0433415,14.3669314
Biñan Laguna Fully Furnished House For Sale in Jubilation Subdivision.,35000000,Zapote,Biñan,Berdea Realty Services,5,550,395,121.0834115,14.31447971
2 bedrooms single attached in Cabuyao Laguna,2300000,Mamatid,Cabuyao,Anna Liza Rocco,2,50,80,121.151417,14.239095
accessible townhouse near slex going to manila,3615000,Balibago,Santa Rosa,Analaine Carag,2,56,50,121.10166,14.294425
"For Sale Loftable Homes in Brgy. San Juan, Santa Cruz, Laguna",,San Juan,Santa Cruz,Rosie Nocnoc,1,33,36,121.407641,14.25509
You Can Have Your Choice of a Class Model House,7882600,San Benito,Alaminos,Analaine Carag,5,181,176,121.2799644,14.0571169
Ready for Occupancy in Santa Rosa,3199000,Balibago,Santa Rosa,Annalyn Bacsa,2,58,50,121.10166,14.294425
For Sale 2 Bedroom Townhouse near SLEX,3230000,Balibago,Santa Rosa,Rosie Nocnoc,2,58,50,121.10166,14.294425
Own Single Attached Homes in Cabuyao,2300000,Mamatid,Cabuyao,Rosie Nocnoc,2,50,80,121.1410256,14.27797717
"House For Sale in Brentville, Mamplasan, Biñan, Laguna",40000000,Biñan,Biñan,Online Real Estate Ph,4,350,361,121.0539924,14.2703263
"Happy Home, Happy Place With Your Family And Love Ones!",3990195,San Miguel,Alaminos,Analaine Carag,3,85,89,121.2543011,14.0531831
Affordable Single Attached With 2 Bedrooms,2300000,Mamatid,Cabuyao,Analaine Carag,2,25,80,121.1410256,14.27797717
Newly Renovated House for Sale - Verdana Homes Mamplasan Laguna,23000000,Langkiwa,Biñan,Cynthia P. Pacis,5,395,200,121.05423640486,14.296219610499
"For sale Forbes House w/ ( Brand new) beautiful viewing Laguna lake, Santa Rosa",14000000,Don Jose,Santa Rosa,Shimaski Valente,3,180,152,121.0735873,14.2615584
"GE - For Sale: 4 Bedroom House & Lot at Avida Woodhill Settings Nuvali, Calamba",15500000,Canlubang,Calamba,RE/MAX CAPITAL,4,296,192,121.0533622,14.1857173
"FS: Newly Renovated House at Avida Woodhill Settings Nuvali, Calamba, Laguna.",15500000,Canlubang,Calamba,Gerald Evangelista,4,296,192,121.0533622,14.1857173
RUSH! HOT SPRING RESORT for Sale In Laguna Philippines,12000000,Pansol,Calamba,Philippine Property,5,,240,121.1840111,14.178416
"Ventura Real | Sapphire 2BR House for Sale in Calamba, Laguna | Futura by Filinvest",4678200,Bubuyan,Calamba,Futura by Filinvest,2,62,88,121.102719,14.170281
"Montebello | Chopin MR (w/ Balcony) 3BR SD House for Sale in Calamba, Laguna | Aspire...",15713700,Punta,Calamba,Aspire by Filinvest,3,113,180,121.122037,14.179893
"For sale Venare Nuvali 4BR House & Lot in Calamba, Laguna",26000000,Canlubang,Calamba,Kate Tabal,4,325,235,121.0533622,14.1857173
"5 Bedroom House and Lot with Swimming Pool for Sale Los Baños, Laguna",11000000,Bagong Silang,Los Baños,Gina Baldovino,5,300,499,121.2255482,14.1397208
"Ridgeview Estate Nuvali Laguna Cozy House For Sale Calamba, Laguna",10000000,Barangay 1,Calamba,Loi Angelico Arceo,4,98,168,121.07004487913,14.214970059805
"Smart House and Lot in Verdana Homes Mamplasan, Binan Laguna",28000000,Langkiwa,Biñan,Rizan Dungganon,4,290,225,121.0617653,14.2968418
"4 Bedroom House & Lot For Sale Averdeen Estates Nuvali ""Solea"" Calamba",16297000,Hornalan,Calamba,CHEL AQUINO,4,110,313,121.0822104,14.1753161
For Sale House & Lot 4 bedrooms in Santa Rosa Laguna,11000000,Don Jose,Santa Rosa,Rey De Jesus,4,330,239,121.0735873,14.2615584
"Semi-Furniture w/ Terrace Villas House For Sale in Santa Rosa, Laguna",13000000,Santo Domingo,Santa Rosa,Shimaski Valente,4,210,180,121.0661417,14.2444071
"RFO For Sale 4 Bedroom 4 T&B House Bypass Road, Bucal, Calamba City, Laguna",5290000,Bucal,Calamba,Raymond Aldabe Mamino,4,105,120,121.169321,14.187465
"House and Lot for Sale in Las Villas de Manila, Biñan Laguna",18000000,San Francisco,Biñan,Ma Bernadette Palad,4,256,300,121.0557259,14.337563428159
For sale 2 Storey Single Detached House and Lot (Corner) In San Pedro Laguna,15000000,San Antonio,San Pedro,Russ Benin,6,210,241,121.0433415,14.3669314
"4 Bedroom House and Lot for Sale Located at Metro Calamba Residences, Laguna",5400000,Paciano Rizal,Calamba,Raymond Aldabe Mamino,4,138,110,121.133495,14.217105
"RFO 3 Storey, 4 Bedroom Townhouse for Sale at Metro Los Baños 2, Laguna",5200000,San Antonio,Los Baños,Raymond Aldabe Mamino,4,128,85,121.248446,14.17805
"For Sale House and Lot with 3 Bedrooms in Calamba, Overlooking of Laguna Lake",8500000,Bucal,Calamba,Raymond Aldabe Mamino,3,160,240,121.169321,14.187465
3BR Single Detached House at Palma Real In Front of CALAX Highway & near SLEX,4995200,Biñan,Biñan,Raffy Fajardo,3,80,120,121.0539924,14.2703263
4 Bedroom House & Lot for sale in Sta. Rosa Estate Subdivision near Nuvali,11000000,Don Jose,Santa Rosa,Frances (Baby) Li,3,187,204,121.0735873,14.2615584
"House & Lot for Sale in San Jose Village 1, 4C Biñan, Laguna 110 sqm.",7000000,Biñan,Biñan,CHEL AQUINO,4,190,110,121.0539924,14.2703263
"For Sale Smart Modern Home in Verdana Mamplasan, Biñan, Laguna",28000000,Loma,Biñan,Don Tan,4,320,225,121.0692547,14.2915432
Shophouse/Commercial Residential in Sentrina Calamba Laguna,6299250,Lawa,Calamba,Arlene Manalang,2,86,104,121.146668,14.2086539
Rush Sale Brand New Bungalow House & Lot in a Subdivision in San Pedro Laguna,4000000,San Roque,San Pedro,Editha Cruz,1,100,200,121.0636619,14.3648597
House and Lot in Camella Baia - Freya CL by Mark Alpuerto,10829000,Santo Domingo,Bay,Mark Ronzel Alpuerto,5,142,163,121.2654697,14.1850237
"House and Lot in Camella Baia - Mika by Mark Alpuerto, Bay",4033000,Santo Domingo,Bay,Mark Ronzel Alpuerto,2,46,66,121.2654697,14.1850237
2-Storey Fully-Furnished House and lot in Stonecrest San Pedro Laguna,30000000,Estrella,San Pedro,Eva Emilia Carreon,5,350,378,121.0434637,14.3368386
"For Sale: RFO Francesco House Model in Valenza (Santa Rosa, Laguna)",17253643,Santo Domingo,Santa Rosa,Rachelle Andrea Reyes,5,142,138,121.2806081,14.2984883
House and lot for sale in calamba laguna single attached house near mayapa exit,2010260,Majada Labas,Calamba,harold aculan,2,36,88,121.108241,14.1952735
House and lot for sale in Cerise Nuvali Calamba Laguna,4300000,Canlubang,Calamba,Ma Bernadette Palad,3,50,93,121.0533622,14.1857173
"House Unna -Single Attached in PHirst Park Homes Calamba, Laguna- For Sale",,Palo-Alto,Calamba,Rouzzelle Estrada,3,54,88,121.113605,14.191945
House Calista End Model Unit in PHirst Park Homes Calamba Laguna- For Sale,,Palo-Alto,Calamba,Rouzzelle Estrada,2,40,60,121.113605,14.191945
"For SALE: 3BR House and Lot with Attic in Verdana Homes Mamplasan, Biñan Laguna",30000000,Langkiwa,Biñan,CoescaRealty CoescaRealty,3,300,257,121.0617653,14.2968418
"3BR House and Lot for Sale at Ridgeview Estates Nuvali, Laguna!",16500000,Don Jose,Santa Rosa,CoescaRealty CoescaRealty,3,300,194,121.0735873,14.2615584
3 Bedroom House and Lot for Sale in Biñan laguna Sevina Park Villas,23048480,Biñan,Biñan,Lorenzo Capa,3,162,117,121.0431152,14.2578096
3 Bedroom House and Lot for Sale in Biñan laguna Sevina Park Villas,29365280,Biñan,Biñan,Lorenzo Capa,3,162,117,121.0431152,14.2578096
3 Bedroom House and Lot for Sale in Biñan laguna Sevina Park Villas,24149440,Biñan,Biñan,Lorenzo Capa,3,162,117,121.0431152,14.2578096
4 Bedroom House and Lot for Sale in Biñan laguna Sevina Park Villas,26511520,Biñan,Biñan,Lorenzo Capa,4,182,124,121.0539924,14.2703263
4 Bedroom House and Lot for Sale in Biñan laguna Sevina Park Villas,27549760,Biñan,Biñan,Lorenzo Capa,4,182,124,121.0431152,14.2578096
2 bedroom House and Lot for Sale in Biñan laguna Sevina Park Villas,20382880,Biñan,Biñan,Lorenzo Capa,2,138,114,121.0431152,14.2578096
2 bedroom House and Lot for Sale in Biñan laguna Sevina Park Villas,21311360,Biñan,Biñan,Lorenzo Capa,2,138,114,121.0431152,14.2578096
House and Lot for sale in Cabuyao near Nuvali and Tagaytay,5600000,Pittland,Cabuyao,Frederick Javier,2,67,126,121.0721529,14.2220299
"Foreclosed Property For Sale in Mabuhay Homes in Santa Rosa, Laguna",3700000,Dila,Santa Rosa,Abbie Mendoza,,200,372,121.116843,14.2915
"2-Bedroom Townhouse (Stanza Model) for Sale in Gran Avila, Calamba, Laguna",1840805,Majada Labas,Calamba,Suntrust Properties- Horizontal Sector,2,43,47,121.107914,14.195456
RFO TOWNHOMES 3Bedroom 2Bathroom 1Carport @ Jubilation Biñan Laguna,3199000,San Antonio,Biñan,ALJUN BARRIENTOS,3,55,50,121.0895615,14.3355937
rfo end jubilation enclave 3bedroom 2bathroom 2carport @ binan laguna,3199000,San Antonio,Biñan,ALJUN BARRIENTOS,3,55,80,121.0895615,14.3355937
RFO Executive 3Bedroom 2Bathroom 2Carport @ Jubilation Biñan Laguna,3871000,San Antonio,Biñan,ALJUN BARRIENTOS,3,55,80,121.0895615,14.3355937
"Premium: 3 Storey Townhouse, 3 Bedroom, 2 Carport, For Sale in Biñan, Mamplasan",,Mampalasan,Biñan,ALJUN BARRIENTOS,3,90,60,121.0810444,14.2923053
Ready for occupancy house and lot for sale in calamba laguna near SLEX mayapa,1840805,Majada Labas,Calamba,harold aculan,2,43,47,121.104962,14.196755
"For Sale Ayala Greenfield Estates House with Big Bedrooms in Calamba, Laguna",36000000,Milagrosa (Tulo),Calamba,Clifton Castañeda,4,500,558,121.1395358,14.1720168
Ready for occupancy house and lot for sale in Calamba Laguna near Mayapa exit,1840805,Majada Labas,Calamba,harold aculan,2,43,47,121.104962,14.196755
"Single Detached Bungalow House (Aeon Combined) for Sale in Suntrust Sentosa, Calamba,...",3124880,Punta,Calamba,Suntrust Properties- Horizontal Sector,2,71,120,121.125144,14.183614
"1BR Quadruplex House and Lot (Legato Model) for Sale in Gran Avila, Calamba, Laguna",1366658,Majada Labas,Calamba,Suntrust Properties- Horizontal Sector,1,25,58,121.107914,14.195456
"3BR Quadruplex (Kiara Townhouse Inner) for Sale in Suntrust Sentosa, Calamba, Laguna",2406200,Punta,Calamba,Suntrust Properties- Horizontal Sector,3,79,60,121.125144,14.183614
"2-Storey 3-Bedroom House and Lot (Alto Model) for Sale in Gran Avila, Calamba, Laguna...",2902810,Majada Labas,Calamba,Suntrust Properties- Horizontal Sector,3,60,90,121.107914,14.195456
"3BR Quadruplex (Azumi Townhouse Inner) for Sale in Suntrust Sentosa, Calamba, Laguna",2459200,Punta,Calamba,Suntrust Properties- Horizontal Sector,3,80,60,121.125144,14.183614
"2BR Bungalow House (Francine Model) for Sale in San Francisco Heights, Calamba, Lagun...",2918180,Palo-Alto,Calamba,Suntrust Properties- Horizontal Sector,2,46,110,121.110018,14.188338
"2-Storey 4BR House and Lot (Shanata Model) for Sale in Suntrust Sentosa, Calamba, Lag...",8557360,Punta,Calamba,Suntrust Properties- Horizontal Sector,4,171,176,121.125144,14.183614
"2BR Duplex House and Lot (Aya Model) for Sale in Suntrust Sentosa, Calamba, Laguna",1817900,Punta,Calamba,Suntrust Properties- Horizontal Sector,2,52,80,121.125144,14.183614
"4BR House and Lot (Savannah Model) for Sale in San Francisco Heights, Calamba, Laguna",5770000,Palo-Alto,Calamba,Suntrust Properties- Horizontal Sector,4,80,110,121.110018,14.188338
"2-Storey 4BR House and Lot (Niran Model) for Sale in Suntrust Sentosa, Calamba, Lagun...",6396780,Punta,Calamba,Suntrust Properties- Horizontal Sector,4,115,176,121.125144,14.183614
"2-Storey 4BR House and Lot (Amaya Model) for Sale in Suntrust Sentosa, Calamba, Lagun...",7032800,Punta,Calamba,Suntrust Properties- Horizontal Sector,4,149,176,121.125144,14.183614
"3BR House and Lot (Sabrina Model) for Sale in San Francisco Heights, Calamba, Laguna",4442000,Palo-Alto,Calamba,Suntrust Properties- Horizontal Sector,3,60,110,121.110018,14.188338
"3BR House and Lot (Scarlett Model) for Sale in San Francisco Heights, Calamba, Laguna",4767000,Palo-Alto,Calamba,Suntrust Properties- Horizontal Sector,3,72,110,121.110018,14.188338
"Bungalow House and Lot (Aeon Duplex) for Sale in Suntrust Sentosa, Calamba, Laguna",1562440,Punta,Calamba,Suntrust Properties- Horizontal Sector,1,41,60,121.125144,14.183614
"2-Storey 3BR House and Lot (Leia Duplex) for Sale in Suntrust Sentosa, Calamba, Lagun...",2925600,Punta,Calamba,Suntrust Properties- Horizontal Sector,3,60,80,121.125144,14.183614
"4BR House and Lot (Serena Model) for Sale in San Francisco Heights, Calamba, Laguna",5400000,Palo-Alto,Calamba,Suntrust Properties- Horizontal Sector,4,83,110,121.110018,14.188338
"Beautiful House & Lot in Pramana Residential Park, Santa Rosa Laguna For Sale",13000000,Don Jose,Santa Rosa,Cons Villaruel,2,235,234,121.0735873,14.2615584
"Modern House and Lot for Sale in Stonecrest Subd., San Pedro, Laguna",,San Vicente,San Pedro,Kate Tabal,5,1168,,121.0535937,14.3494688
"4 Bedroom House and Lot for Sale in Mamatid, Cabuyao, Laguna!",22000000,Mamatid,Cabuyao,Nadine Mancilla,4,283,187,121.151417,14.239095
Single house and lot for sale in calamba laguna near Imall and mayapa exit,4766220,Palo-Alto,Calamba,harold aculan,3,72,110,121.113605,14.191945
"Affordable & Nice House and Lot for sale near SM San Pablo, Laguna",1821000,San Antonio 2,San Pablo,Mary Pauline Roque,2,42,88,121.330882,13.996195
"For Sale: 3BR Bungalow House and Lot in San Lorenzo South Malitlit, Santa Rosa",3200000,Malitlit,Santa Rosa,Corazon M. Bertiz,3,65,111,121.099378,14.2656453
"Brilliant Peaceful 4 Bedrooms House and Lot for Sale in Biñan, Laguna",28000000,,Biñan,See A Broker,4,320,225,121.7084963,14.3144646
"Brilliant Peaceful 4 Bedrooms House and Lot for Sale in Biñan, Laguna",28000000,Biñan,Biñan,Licensed Broker,4,320,225,121.0539924,14.2703263
Southwoods House For Sale With 4 Bedrooms 3 Toilet & Bath in Southbreeze Homes,13070000,San Francisco,Biñan,Vivian Batoy,4,147,304,121.0555577,14.3336384
"Townhouse in Olivarez Homes Southwoods, Biñan, Laguna For Sale",3800000,Santo Tomas,Biñan,Vivian Batoy,2,71,60,121.0734245,14.3133617
"Jade Duplex in Olivarez Homes Southwoods, Biñan Laguna For Sale",4800000,Santo Tomas,Biñan,Vivian Batoy,2,71,84,121.0734245,14.3133617
Affordable house for sale in calamba near sm calamba and lianas,2406200,Punta,Calamba,harold aculan,3,79,60,121.1262184,14.18238712
"Private Resort (House & Lot) for Sale Located in Masaya, Bay, Laguna",10500000,Masaya,Bay,Russ Benin,3,220,278,121.282702,14.151925
Shophouse/Residential in Sentrina Calamba Laguna‼️,6152730,Lawa,Calamba,Arlene Manalang,2,86,98,121.146668,14.2086539
Affordable 3 bedrooms House and lot for sale in calamba laguna near sm calamba,2406200,Punta,Calamba,harold aculan,3,60,79,121.1262184,14.18238712
Ready for occupancy house and lot for sale 10% downpayment calamba laguna,2271839,Majada Labas,Calamba,harold aculan,2,43,47,121.104962,90
"Ellie Single Detached House in Olivarez Homes Southwoods, Biñan",5800000,Santo Tomas,Biñan,Vivian Batoy,3,81,102,121.0734245,14.3133617
"Ellie House For Sale at Olivarez Homes Southwoods, Biñan, Laguna",5800000,Santo Tomas,Biñan,Vivian Batoy,3,81,102,121.0734245,14.3133617
"Jade Duplex House at Olivarez Homes Southwoods, Biñan, Laguna For Sale",4800000,Santo Tomas,Biñan,Vivian Batoy,2,71,84,121.0715461,14.3114915
"Jasmine Single Detached in South Breeze Executive Southwoods, Silcas, Villaga",7170000,San Francisco,Biñan,Vivian Batoy,3,88,180,121.0555577,14.3336384
"Elisse House for Sale in South Breeze Executive Homes Biñan City, Laguna",7494000,San Francisco,Biñan,Vivian Batoy,3,88,180,121.0555577,14.3336384
Southwoods House For Sale in Silcas Village Single Attached House in Southbreeze,6170000,San Francisco,Biñan,Vivian Batoy,3,80,136,121.0555577,14.3336384
South Breeze Executive Homes Southwoods House for Sale in Silcas Village,9070000,San Francisco,Biñan,Vivian Batoy,4,134,180,121.0555577,14.3336384
Affordable single house and lot for sale in calamba laguna near mayapa exit,4732980,Palo-Alto,Calamba,harold aculan,4,83,110,121.1100324,14.18852551
"Kiara Model House and lot for sale in Suntrust Sentosa, Calamba, Laguna",2406200,Punta,Calamba,harold aculan,3,79,60,121.122173,14.176345
"Affordable 3 bedroom House and lot for sale in Sentosa Calamba, Laguna",2406200,Punta,Calamba,harold aculan,3,79,60,121.122173,14.176345
Affordable 3 bedrooms house and lot For sale in calamba laguna near lianas,2406200,Punta,Calamba,harold aculan,3,79,60,121.1262184,14.18238712
Single house and lot for sale in calamba bank financing san francisco heighTs,2918180,Palo-Alto,Calamba,harold aculan,2,46,110,121.1100324,14.18852551
House and lot for sale single attached in calamba laguna near camp vicente,2648940,Palo-Alto,Calamba,harold aculan,2,36,110,121.1100324,14.18852551
Single House and Lot For Sale in Calamba Laguna near Mayapa Exit and Don Bosco,2918180,Palo-Alto,Calamba,harold aculan,2,46,110,121.1100324,14.18852551
"For Sale Sentosa 4-Bedroom Amaya House and Lot, Calamba City",7032800,Punta,Calamba,Ram Carlo Soriano,4,149,176,121.1262184,14.18238712
